checkpoint,overall_macro_f1,worst_class_acc,worst_group_f1
checkpoint-8,0.905531914893617,0.5,0.9473684210526315
checkpoint-16,0.8962086066229403,0.5,0.9629629629629629
checkpoint-24,0.9145429039046061,0.5,0.9729729729729729
checkpoint-32,0.9354395604395604,0.5,0.9729729729729729
checkpoint-40,0.9354395604395604,0.5,0.9729729729729729
checkpoint-48,0.9354395604395604,0.5,0.9729729729729729
checkpoint-56,0.9354395604395604,0.5,0.9729729729729729
