cohort,arm,probe_celltype_acc,probe_celltype_macro_f1,balanced_probe_worst_group,balanced_probe_worst_group_f1,n_train,n_test
crc,pretrained,0.96850699844479,0.950862254345947,african american,0.9446090534979423,6000,2572
crc,P,0.9720062208398134,0.9531897179508457,african american,0.9408624955814776,6000,2572
crc,B,0.973561430793157,0.9575565942044597,asian,0.9585506641199836,6000,2572
crc,P2BA,0.9751166407465007,0.9589880276104525,african american,0.9408624955814776,6000,2572
