arm,cell_type,n_cells,accuracy,f1
P2BA,helper T cell,91,0.7692307692307693,0.8045977011494253
P2BA,hematopoietic cell,107,0.9158878504672897,0.8672566371681416
P2BA,lung interstitial macrophage,140,0.8357142857142857,0.7381703470031545
P2BA,lung secretory cell,1724,0.9622969837587007,0.9529006318207927
P2BA,macrophage,1992,0.9011044176706827,0.9006522829904666
P2BA,mast cell,26,1.0,0.9629629629629629
P2BA,mesothelial cell of pleura,33,1.0,0.9041095890410958
P2BA,monocyte,384,0.8854166666666666,0.8774193548387097
P2BA,"myeloid dendritic cell, human",249,0.6586345381526104,0.6762886597938145
P2BA,myofibroblast cell,53,0.41509433962264153,0.5238095238095238
P2BA,natural killer cell,163,0.9263803680981595,0.9151515151515152
P2BA,pericyte,56,0.875,0.9158878504672897
P2BA,plasma cell,26,0.4230769230769231,0.5945945945945946
P2BA,plasmacytoid dendritic cell,14,1.0,0.9655172413793104
P2BA,pulmonary alveolar type 1 cell,196,0.9642857142857143,0.9545454545454546
P2BA,pulmonary alveolar type 2 cell,1521,0.9658119658119658,0.9635946211872746
P2BA,pulmonary capillary endothelial cell,206,0.9029126213592233,0.8878281622911695
P2BA,smooth muscle cell,55,0.9818181818181818,0.907563025210084
P2BA,vein endothelial cell of respiratory system,663,0.8446455505279035,0.9010458567980691
P2BU,B cell,25,0.68,0.6938775510204082
P2BU,"CD8-positive, alpha-beta cytotoxic T cell",293,0.8395904436860068,0.8541666666666666
P2BU,adventitial fibroblast,307,0.9511400651465798,0.948051948051948
P2BU,alveolar macrophage,176,0.5681818181818182,0.5763688760806917
P2BU,alveolar type 1 fibroblast cell,74,0.918918918918919,0.7906976744186046
P2BU,basal cell,366,0.8688524590163934,0.874828060522696
P2BU,ciliated cell,2304,0.98828125,0.9908616187989556
P2BU,classical monocyte,680,0.3411764705882353,0.49309245483528164
P2BU,conventional dendritic cell,163,0.7975460122699386,0.7624633431085044
P2BU,endothelial cell of arteriole,200,0.86,0.7303609341825902
P2BU,endothelial cell of respiratory system lymphatic vessel,117,0.9829059829059829,0.9829059829059829
P2BU,epithelial cell of lung,86,0.27906976744186046,0.43243243243243246
P2BU,granzyme K-associated CD8 T cell,8,0.0,0.0
P2BU,helper T cell,91,0.8131868131868132,0.7789473684210526
P2BU,hematopoietic cell,107,0.6448598130841121,0.7150259067357513
P2BU,lung interstitial macrophage,140,0.6571428571428571,0.7049808429118773
P2BU,lung secretory cell,1724,0.9715777262180975,0.9498157074000567
P2BU,macrophage,1992,0.9322289156626506,0.8763567720622936
P2BU,mast cell,26,0.9230769230769231,0.9411764705882353
P2BU,mesothelial cell of pleura,33,1.0,0.9041095890410958
P2BU,monocyte,384,0.9192708333333334,0.8022727272727272
P2BU,"myeloid dendritic cell, human",249,0.6746987951807228,0.5685279187817259
P2BU,myofibroblast cell,53,0.2830188679245283,0.42857142857142855
P2BU,natural killer cell,163,0.9447852760736196,0.9005847953216374
P2BU,pericyte,56,0.6428571428571429,0.7741935483870968
P2BU,plasma cell,26,0.0,0.0
P2BU,plasmacytoid dendritic cell,14,1.0,1.0
P2BU,pulmonary alveolar type 1 cell,196,0.9693877551020408,0.9644670050761421
P2BU,pulmonary alveolar type 2 cell,1521,0.9638395792241946,0.9632063074901446
P2BU,pulmonary capillary endothelial cell,206,0.912621359223301,0.8931116389548693
P2BU,smooth muscle cell,55,0.9636363636363636,0.8153846153846154
P2BU,vein endothelial cell of respiratory system,663,0.8506787330316742,0.8988047808764941
P2DS,B cell,25,0.04,0.07692307692307693
P2DS,"CD8-positive, alpha-beta cytotoxic T cell",293,0.9931740614334471,0.7211895910780669
P2DS,adventitial fibroblast,307,0.9771986970684039,0.916030534351145
P2DS,alveolar macrophage,176,0.5,0.5569620253164557
P2DS,alveolar type 1 fibroblast cell,74,0.7162162162162162,0.7019867549668874
P2DS,basal cell,366,0.8387978142076503,0.8709219858156029
P2DS,ciliated cell,2304,0.9917534722222222,0.9866148531951641
P2DS,classical monocyte,680,0.35441176470588237,0.501039501039501
P2DS,conventional dendritic cell,163,0.7791411042944786,0.7298850574712644
P2DS,endothelial cell of arteriole,200,0.895,0.6951456310679611
P2DS,endothelial cell of respiratory system lymphatic vessel,117,0.9829059829059829,0.9829059829059829
P2DS,epithelial cell of lung,86,0.0,0.0
P2DS,granzyme K-associated CD8 T cell,8,0.0,0.0
P2DS,helper T cell,91,0.3956043956043956,0.5217391304347826
P2DS,hematopoietic cell,107,0.12149532710280374,0.20967741935483872
P2DS,lung interstitial macrophage,140,0.7,0.7232472324723247
P2DS,lung secretory cell,1724,0.9559164733178654,0.9411764705882353
P2DS,macrophage,1992,0.9492971887550201,0.8295678876946699
P2DS,mast cell,26,0.8846153846153846,0.9387755102040817
P2DS,mesothelial cell of pleura,33,1.0,0.9166666666666666
P2DS,monocyte,384,0.8932291666666666,0.8245192307692307
P2DS,"myeloid dendritic cell, human",249,0.24899598393574296,0.35327635327635326
P2DS,myofibroblast cell,53,0.09433962264150944,0.1694915254237288
P2DS,natural killer cell,163,0.3496932515337423,0.5181818181818182
P2DS,pericyte,56,0.6964285714285714,0.8041237113402062
P2DS,plasma cell,26,0.0,0.0
P2DS,plasmacytoid dendritic cell,14,0.7857142857142857,0.88
P2DS,pulmonary alveolar type 1 cell,196,0.9846938775510204,0.946078431372549
P2DS,pulmonary alveolar type 2 cell,1521,0.9658119658119658,0.9591903362716291
P2DS,pulmonary capillary endothelial cell,206,0.8106796116504854,0.8564102564102564
P2DS,smooth muscle cell,55,0.8909090909090909,0.8032786885245902
P2DS,vein endothelial cell of respiratory system,663,0.8401206636500754,0.8962188254223652
P2BJ,B cell,25,0.96,0.96
P2BJ,"CD8-positive, alpha-beta cytotoxic T cell",293,0.863481228668942,0.8754325259515571
P2BJ,adventitial fibroblast,307,0.9218241042345277,0.9370860927152318
P2BJ,alveolar macrophage,176,0.8522727272727273,0.5928853754940712
P2BJ,alveolar type 1 fibroblast cell,74,0.8513513513513513,0.7682926829268293
P2BJ,basal cell,366,0.9644808743169399,0.83451536643026
P2BJ,ciliated cell,2304,0.9448784722222222,0.9707915273132665
P2BJ,classical monocyte,680,0.6794117647058824,0.7298578199052133
P2BJ,conventional dendritic cell,163,0.9079754601226994,0.7810026385224275
P2BJ,endothelial cell of arteriole,200,0.865,0.7361702127659574
P2BJ,endothelial cell of respiratory system lymphatic vessel,117,0.9914529914529915,0.9872340425531915
P2BJ,epithelial cell of lung,86,0.5813953488372093,0.3546099290780142
P2BJ,granzyme K-associated CD8 T cell,8,0.25,0.1
P2BJ,helper T cell,91,0.8241758241758241,0.746268656716418
P2BJ,hematopoietic cell,107,0.6355140186915887,0.6507177033492823
P2BJ,lung interstitial macrophage,140,0.9357142857142857,0.5809312638580931
P2BJ,lung secretory cell,1724,0.8950116009280742,0.9278412507516537
P2BJ,macrophage,1992,0.7530120481927711,0.8384572386808273
P2BJ,mast cell,26,1.0,1.0
P2BJ,mesothelial cell of pleura,33,1.0,0.9041095890410958
P2BJ,monocyte,384,0.8541666666666666,0.8220551378446115
P2BJ,"myeloid dendritic cell, human",249,0.7389558232931727,0.64
P2BJ,myofibroblast cell,53,0.4716981132075472,0.5747126436781609
P2BJ,natural killer cell,163,0.950920245398773,0.9090909090909091
P2BJ,pericyte,56,0.8928571428571429,0.9174311926605505
P2BJ,plasma cell,26,0.6923076923076923,0.8181818181818182
P2BJ,plasmacytoid dendritic cell,14,1.0,0.9655172413793104
P2BJ,pulmonary alveolar type 1 cell,196,0.9846938775510204,0.9234449760765551
P2BJ,pulmonary alveolar type 2 cell,1521,0.9612097304404996,0.9621586048042119
P2BJ,pulmonary capillary endothelial cell,206,0.8203883495145631,0.8556962025316456
P2BJ,smooth muscle cell,55,0.9818181818181818,0.9152542372881356
P2BJ,vein endothelial cell of respiratory system,663,0.8491704374057315,0.9022435897435898
