checkpoint,overall_macro_f1,worst_class_acc,worst_group_f1
checkpoint-95,0.7172426835265302,0.0,0.15457567072685297
checkpoint-190,0.742809301673201,0.0,0.15457567072685297
checkpoint-285,0.7439791294326638,0.0,0.15136834948155703
checkpoint-380,0.7530543207172874,0.0,0.15457567072685297
checkpoint-475,0.7726406884580231,0.0,0.14647283433620642
checkpoint-570,0.7563222699456151,0.0,0.15685270523980202
checkpoint-665,0.7528922536335565,0.0,0.15685270523980202
checkpoint-760,0.7569875436158572,0.0,0.15685270523980202
