checkpoint,overall_macro_f1,worst_class_acc,worst_group_f1
checkpoint-219,0.7148820042801814,0.0,0.75
checkpoint-438,0.7747988719541722,0.0,0.75
checkpoint-657,0.7835251210745101,0.0,0.75
checkpoint-876,0.8863514261355282,0.0,0.75
checkpoint-1095,0.8266574891278732,0.0,0.75
checkpoint-1314,0.8881143572429492,0.0,0.75
checkpoint-1533,0.8914660645834999,0.0,0.75
checkpoint-1744,0.8948740709154828,0.0,0.75
