checkpoint,overall_macro_f1,worst_class_acc,worst_group_f1
checkpoint-110,0.7329833618026329,0.0,0.10545454545454545
checkpoint-220,0.8178702405383679,0.15384615384615385,0.14969696969696972
checkpoint-330,0.8376911570324691,0.15384615384615385,0.15156363636363637
checkpoint-440,0.8574726860806713,0.3076923076923077,0.14606060606060609
checkpoint-550,0.8480766258014809,0.23076923076923078,0.15156363636363637
checkpoint-660,0.8554413581440251,0.23076923076923078,0.1481159420289855
checkpoint-770,0.8522057253637466,0.23076923076923078,0.1481159420289855
checkpoint-880,0.8530929925006611,0.23076923076923078,0.1481159420289855
