checkpoint,overall_macro_f1,worst_class_acc,worst_group_f1
checkpoint-219,0.6085366157476878,0.0,0.9
checkpoint-438,0.7242775619342955,0.0,0.8333333333333333
checkpoint-657,0.7488821525179501,0.0,0.75
checkpoint-876,0.749519330511751,0.0,0.75
checkpoint-1095,0.7579829266322154,0.0,0.75
checkpoint-1314,0.7775824457194748,0.0,0.75
checkpoint-1533,0.7809217947907016,0.0,0.75
checkpoint-1744,0.775795342295828,0.0,0.75
