checkpoint,overall_macro_f1,worst_class_acc,worst_group_f1
checkpoint-172,0.6698924296364891,0.0,0.8857142857142857
checkpoint-344,0.6870533387737503,0.0,0.9146341463414633
checkpoint-516,0.6718580063757208,0.0,0.75
checkpoint-688,0.6813054083721402,0.0,0.75
checkpoint-860,0.6813054083721402,0.0,0.75
checkpoint-1032,0.679162988457837,0.0,0.75
checkpoint-1204,0.679162988457837,0.0,0.75
checkpoint-1368,0.6792207847805816,0.0,0.75
